ABSTRACT ID ,Title,Category,Authors,Affiliations,Keywords,ImageUrl,Background,Materials & Methods,Results,Conclusion
AA-023,"IMAGING CHARACTERISTICS OF BI-RADS 6 TRIPLE-NEGATIVE
 BREAST CANCER WITH METASTATIC DISEASE IN A YOUNG
 WOMAN: A CASE OF RAPID PROGRESSION",Case Report/Series,"Ana Maisarah1
 
 , Amalia Octaviani Dewi5
 
 , Vininta Fazharyasti3,6
 
 , Terawan Agus Putranto4,6
 ,
 
 Nataliandra Natasha Maarifat2,6","1 Radiology Resident, Department of Radiology, Faculty of Medicine, Universitas Pembangunan
 
 Nasional Veteran, Jakarta, Indonesia
 
 2 Women's Imaging Radiologist, Department of Radiology, Gatot Soebroto Army Hospital,
 
 Jakarta, Indonesia
 
 3Thoracic Radiologist, Department of Radiology, Gatot Soebroto Army Hospital, Jakarta,
 
 Indonesia
 
 4
 Interventional Radiologist, Department of Radiology, Gatot Soebroto Army Hospital, Jakarta,
 
 Indonesia
 
 5Anatomic Pathologist, Department of Pathology Anatomy, Gatot Soebroto Army Hospital,
 
 Jakarta, Indonesia
 
 6Faculty of Medicine, Department of Radiology, Universitas Pembangunan Nasional Veteran
 
 Jakarta, Indonesia","Triple-negative breast cancer; BI-RADS 6; lymphovascular invasion; metastasis;
 young woman.",,"Breast cancer in Indonesia has a higher incidence in women aged 40 years and
 under compared to high-income countries, and triple-negative breast cancer (TNBC) accounts for
 38.2% of incidence. TNBC is an aggressive subtype that is over-represented in women under 40,
 and it frequently shows ultrasound features overlapping with benign lesions, which may delay
 diagnosis and worsen outcomes.","Case Presentation: A 24-year-old woman presented with an enlarging left breast lump.
Ultrasound of the left breast showed a solid mass with an internal cystic component, up to 2.81 cm
in maximum diameter, classified BI-RADS 6 after a positive core-needle biopsy, alongside several
simple cysts (BI-RADS 2) and enlarged left axillary nodes up to 2.68 cm. Histology showed
invasive carcinoma, Nottingham grade 3, with lymphovascular invasion confirmed ER, PR and
HER2 negativity with a Ki-67 index of 20–30% and staged cT3Nx. Her course during
anthracycline-based CEF chemotherapy was complicated by a left pleural effusion and
echocardiography showed a left ventricular ejection fraction of 58%.
 
"," Discussion: Central necrosis in high-grade TNBC can produce a complex cystic and solid
 appearance that mimics a complicated cyst, while coexisting simple cysts may bias the reader
 toward a benign impression. Because malignancy resides in the solid or mural component, biopsy
 rather than short-interval follow-up is warranted. Grade 3 histology, a high Ki-67 index and
 lymphovascular invasion predict early nodal and visceral spread, consistent with the rapid
 pleuropulmonary progression observed. The declining ejection fraction, although above formal
 thresholds, signals possible early cancer therapy-related cardiac dysfunction.","TNBC in a young woman can imitate benign disease on ultrasound while behaving
 aggressively. Any solid or complex cystic component warrants biopsy regardless of otherwise
 reassuring features, the BI-RADS 6 label should be reserved for proven malignancy, and cardiac
 monitoring is essential when young patients receive anthracyclines."
AA-024,"ULTRASOUND-GUIDED VACUUM-ASSISTED BIOPSY (US-VAB) IN A
 MULTIDISCIPLINARY PATHWAY FOR B3 PAPILLARY BREAST LESIONS:
 UPGRADE RATE AND CLINICAL OUTCOMES",Scientific Research,"PBK Tang 1 , EPY Fung 2 , WP Cheung 2 , WS Mak 2 , LW Lo 2 , LKM Wong 2","Department of Diagnostic and Interventional Radiology, Queen Elizabeth Hospital,
 Hong Kong
 2 Department of Diagnostic and Interventional Radiology, Kwong Wah Hospital, Hong
 Kong","Vacuum-Assisted Biopsy, Papillary Lesions, Multidisciplinary, Breast
 Neoplasms, Management pathway",,"B3 papillary breast lesions present diagnostic challenges necessitating a coordinated
 multidisciplinary approach to mitigate surgical overtreatment. This study evaluates the
 clinical outcomes, malignancy upgrade rates, and long-term surveillance of ultrasound-
 guided vacuum-assisted biopsy (US-VAB) with therapeutic intent of complete lesion
 removal, assessing its role as a minimally invasive, tissue-sparing alternative to
 diagnostic open surgical excision.","Methods
 A retrospective cohort study evaluated consecutive core-needle biopsy-proven B3 papillary breast lesions without atypia, managed by therapeutic US-VAB (7- or 10-gauge needle) between April 2022 and March 2024. Patient management was guided by multidisciplinary radiological-pathological concordance reviews involving radiologists
 and breast surgeons. Clinico-radiological, histopathological, and procedural data were analyzed. Technical success was defined as immediate, complete sonographic removal of the lesion. Long-term outcomes assessed recurrence or residual lesion on surveillance  ultrasound, after excluding patients lost to follow-up or those with concurrent ipsilateral same-quadrant breast malignancy.
"," Results
 Sixty-four B3 papillary lesions underwent therapeutic US-VAB, achieving immediate
 complete sonographic removal in 92.2% (59/64) of cases without major procedural
 complications. Following multidisciplinary pathological review, therapeutic US-VAB confirmed 71.9%
 (46/64) of lesions as concordant papillary pathology and downgraded 20.3% (13/64) to
 benign (B2) status. The overall malignant upgrade rate was 6.3% (4/64), identifying 3
 cases of ductal carcinoma in situ and 1 rare adenoid cystic carcinoma.
 Among the 59 lesions undergoing surveillance ultrasound over a mean follow-up of 18.4
 months, 88.1% (52/59) showed no sonographic recurrence, significantly associated with
 immediate clearance (p &lt; 0.001). Short-interval surveillance for probably benign findings
 (BI-RADS 3) was required in 6.8% (4/59) of cases, while only 5.1% (3/59) exhibited
 biopsy-proven recurrence.","Integrated within a multidisciplinary breast care pathway, therapeutic US-VAB is an
 effective intervention for B3 papillary lesions. It accurately identifies occult malignancies
 and ensures durable long-term clearance while safely reducing the need for diagnostic
 surgical excision."
AA-025,"ARE RADIOLOGISTS BETTER THAN STANDALONE ARTIFICIAL INTELLIGENCE
 FOR MAMMOGRAPHIC BREAST CANCER DETECTION: A META-ANALYSIS",Scientific Research,"Adamilzary Fikry Abdulmannan1, Terawan Agus Putranto4,5, Vininta Fazharyasti3,5, Nataliandra
 
 Natasha Marifat2,5","1Radiology Resident, Department of Radiology, Faculty of Medicine, Universitas Pembangunan
 
 Nasional Veteran, Jakarta, Indonesia
 
 2Women's Imaging Radiologist, Department of Radiology, Gatot Soebroto Army Hospital,
 
 Jakarta, Indonesia
 
 3Thoracic Radiologist, Department of Radiology, Gatot Soebroto Army Hospital, Jakarta,
 
 Indonesia
 
 4
 Interventional Radiologist, Department of Radiology, Gatot Soebroto Army Hospital, Jakarta,
 
 Indonesia
 
 5Faculty of Medicine, Department of Radiology, Universitas Pembangunan Nasional Veteran
 
 Jakarta, Indonesia",Standalone AI; Breast cancer; Mammography; Diagnostic test accuracy; Radiologists,,"Early detection of breast cancer is essential for improving patient outcomes. The shortage of breast
 radiologists has driven interest in standalone artificial intelligence (AI) for mammographic
 interpretation, either as an alternative to radiologists or as a decision-support tool. However,
 evidence comparing the diagnostic performance of standalone AI and radiologists remains
 inconsistent. This meta-analysis aimed to compare the diagnostic accuracy of standalone AI and
 radiologists for breast cancer detection on mammography.","Methods
 A systematic review and meta-analysis was performed. Four studies involving 512,247
 mammographic examinations and 4,687 confirmed breast cancer cases were included. Eligible
 studies directly compared standalone AI and radiologists for mammographic breast cancer
 detection. Diagnostic accuracy data (TP, FP, FN, and TN) were extracted to estimate pooled
 sensitivity, specificity, diagnostic odds ratio (DOR), positive likelihood ratio (LR+), and negative
 likelihood ratio (LRâˆ’) using the DerSimonian-Laird random-effects model. Summary receiver
 operating characteristic (SROC) curves were generated, and heterogeneity was evaluated using
 Cochran's Q test and the I2 statistic.
"," Results
 Standalone AI demonstrated similar sensitivity to radiologists (60.8% vs 60.0%, p = 0.753).
 However, radiologists had higher specificity (97.8% vs 96.1%, p < 0.001), DOR (75.99 vs. 41.70,
 p = 0.001), and LR+ (28.40 vs 15.94, p < 0.001). There was no significant difference in LRâˆ’ (0.379
 vs 0.406, p = 0.151). Considerable heterogeneity was observed in most AI outcomes and in
 radiologist sensitivity.","Standalone AI demonstrates similar sensitivity but lower overall diagnostic performance than
 radiologists. Currently, AI is better suited as a decision-support tool than as a replacement for
 radiologists in breast cancer screening. Further prospective studies are required to validate its
 performance in clinical practice."
AA-026,"DIAGNOSTIC ACCURACY OF ARTIFICIAL INTELLIGENCE ALGORITHMS FOR
 BREAST ULTRASOUND INTERPRETATION: A SYSTEMATIC REVIEW AND
 VISUAL GUIDE",Educational Exhibit,Darayani Dina DharmaÂ¹,"Â¹ Department of Radiology, Faculty of Medicine, Hasanuddin University, Makassar, Indonesia","Keywords: Artificial intelligence, breast ultrasound, diagnostic accuracy, deep learning, pictorial
 review.",,"To review the current global evidence on the diagnostic accuracy, sensitivity, and
 specificity of artificial intelligence (AI) deep learning algorithms in breast ultrasound.
 2. To visually demonstrate the characteristic sonographic features of benign and malignant
 breast lesions as interpreted by AI models versus human readers.
 3. To identify the clinical utility of AI in reducing inter-observer variability and minimizing
 unnecessary benign biopsies.","Content Organisation
This exhibit presents a systematic, PRISMA-guided review of 18 high-quality studies, encompassing over 15,000 breast ultrasound images through 2026. The content is structured into three main sections: (1) An overview of common AI architectures (CNN, ResNet, and Vision Transformers) used in breast imaging; (2) A side-by-side pictorial correlation of AI-segmented breast lesions (BI-RADS 3, 4, and 5) with their corresponding histopathological gold standards; and (3) A comparative analysis of diagnostic performance metrics, highlighting pooled sensitivity, specificity, and area under the curve (AUC) variations."," Key Teaching Points
1. Deep learning AI models demonstrate excellent pooled sensitivity (88.5%--94.2%) and robust specificity (82.1%--89.4%), yielding a high diagnostic accuracy with an overall AUC of 0.89--0.95.
2. AI integration serves as an effective second-reader tool, significantly decreasing false-positive assessments and reducing unnecessary biopsies, particularly in challenging BI-RADS 4A microcalcifications and dense breast tissue.
3. Implementing AI algorithms significantly reduces inter-observer variability, markedly boosting diagnostic confidence and accuracy among junior radiology residents.","AI algorithms offer high diagnostic precision in breast ultrasound interpretation. When utilized
 as a clinical decision support system, AI significantly refines ultrasound specificity, optimizes
 workflow efficiency, and reduces unnecessary invasive procedures."
AA-027,"Ultrasound Findings of Non-Mass Type Breast Tuberculosis: Beyond
 Typical Lesions",Case Report/Series,"Rima Arini {1,3}, Lina Choridah {1}, Tri Wulan Handarini{2}","1Gadjah Mada University Hospital, Yogyakarta, Indonesia
 2Soetomo general academic hospital, Surabaya, Indonesia.
 3General Hospital H. Adam Malik, Medan, Indonesia.",Breast tuberculosis; ultrasound; lymph node; abscess; histopathological.,,"Breast tuberculosis can be either primary or secondary, but primary breast tuberculosis is
 extremely rare. If there is no other focus of infection elsewhere in the body, it is considered
 primary. The diagnosis of breast tuberculosis has three essential pillars: clinical examination,
 radiological evaluations, and histopathological sampling. Radiological evaluations are not only
 critical in diagnosis but are also important in the planning of the treatment and during the
 follow-up.","Case Presentation
 A 26-year-old unmarried woman presented with a lump in her left breast and left axilla that had
 been present for six months. The lumps were enlarging and painful. The patient's mother had
 recently completed treatment for pulmonary tuberculosis the previous year. There were no
 respiratory complaints or history of pulmonary tuberculosis.
 Ultrasound findings revealed a hypoechoic lesion with ill-defined margins and focal distribution,
 accompanied by lactiferous duct dilatation and a sinus tract; no calcification or architectural
 distortion was observed. Multiple lymphadenopathies were also noted, some lacking a fatty
 hilum. The patient underwent excision, and histopathological analysis showed features
 suggestive of a specific chronic tuberculous inflammatory process with abscess formation.
"," Discussion
 Ultrasonography is often the first radiological examination method used in diagnosis. It is also
 the best method for evaluating axillary lymph nodes. Breast tuberculosis lesions can be
 classified into nodular, disseminated, sinus, or abscess type. In addition, alterations of axillary
 lymph nodes were also evaluated by US imaging.","Breast tuberculosis is a difficult disease to diagnose, and clinical evaluation, radiological
 examination, histopathological and microbiological sampling are often necessary to confirm
 diagnosis. Radiological examinations are not only important in diagnosing the disease but are
 also important during the treatment and in the follow-up."
AA-028 ,"DIAGNOSTIC PERFORMANCE OF RADIOLOGIST AND REAL-TIME
 COMMERCIAL AI-ASSISTED TOOL BI-RADS IN CLASSIFYING BIOPSIED
 BREAST MASSES IN A SINGLE CENTRE: A PILOT STUDY",Scientific Research,"Nik Khairiyah Binti Raja MohammedÂ¹, Pang Fui Tin @ JaneÂ¹","Â¹Department of Radiology, Hospital Queen Elizabeth II, Sabah, Malaysia","Diagnostic performance, ultrasound, AI-assisted tool, BI-RADS",,"Ultrasound interpretation of breast masses using BI-RADS is highly operator-dependent,
 causing notable interobserver variability. Artificial intelligence (AI)-based tools offer a
 promising solution to enhance diagnostic accuracy. This pilot study compares the diagnostic
 performance of a real-time commercial AI-assisted ultrasound system with radiologist-
 assigned BI-RADS classifications, using histopathological examination (HPE) as the
 reference standard.","Methods
 This prospective, single-centre study evaluated 18 biopsy-proven breast masses collected
 over a one-month period. Ultrasound images were interpreted by two breast imaging fellows
 and a commercial AI-tool. According to the BI-RADS lexicon, masses warranting biopsy are
 classified as BI-RADS 4 or higher; BI-RADS 3 masses typically do not require immediate
 biopsy. Thus, masses with an inherently low malignancy risk (2â€“10%) were assigned at least
 BI-RADS 4a to consider tissue biopsy. Diagnostic performance metrics were compared
 across two analytical frameworks: an original model (BI-RADS 4a treated as positive) and an
 adjusted model (BI-RADS 4a reclassified as negative).
"," Results
 Of the 18 masses, 6 (33.3%) were malignant and 12 (66.7%) were benign. All malignancies
 were correctly identified by both radiologists and AI-tool (assigned BI-RADS 4c or 5). For
 benign lesions, radiologists assigned BI-RADS 4a to all 12 cases, whereas the AI-tool
 classified 9 as BI-RADS 2, 2 as BI-RADS 4a, and 1 as BI-RADS 4c. In the original analysis,
 radiologists achieved 100% sensitivity and 0% specificity (AUC = 0.500), while the AI-tool
 demonstrated 100% sensitivity and 75.0% specificity (AUC = 0.875). In the adjusted
 framework, radiologists metrics shifted to 100% sensitivity and 100% specificity (AUC =
 1.000), while the AI-tool achieved 100% sensitivity and 97.1% specificity (AUC = 0.958).","Both radiologists and AI-tool maintained excellent, uncompromised sensitivity. However, the
 commercial AI-tool demonstrated superior specificity by correctly downgrading most benign
 lesions, highlighting its clinical value in reducing unnecessary breast biopsies. These preliminary findings support integrating AI-assisted ultrasound systems as a supportive
 clinical adjunct."
 AA-029,"A CASE SERIES OF GRANULOMATOUS MASTITIS OF THE BREAST: A
 RADIOLOGIC PERSPECTIVE ON A DIAGNOSTIC CHALLENGE",Case Report/Series,"Nik Khairiyah Binti Raja MohammedÂ¹, Pang Fui Tin @ JaneÂ¹","Â¹Department of Radiology, Hospital Queen Elizabeth II, Sabah, Malaysia","Granulomatous mastitis, breast malignancy mimicker, histopathological examination, BI-
 RADS",,"Granulomatous mastitis is an uncommon inflammatory breast disease that poses a significant
 diagnostic challenge due to its ability to closely mimic breast malignancy. From January to
 December 2025, our centre diagnosed a total of 41 biopsy-proven cases of granulomatous,
 from which we retrospectively reviewed the clinical records, multimodality imaging findings,
 and histopathological outcomes of four selected female patients aged 33 to 63 years.","Case Presentation
 Each case presented with a palpable breast lump but demonstrated a distinctly different
 sonographic pattern: Case 1 presented as a persistent heterogeneous hypoechoic abscess
 collection (BI-RADS 4a); Case 2 presented as a highly suspicious, irregular lobulated
 hypoechoic mass with focal asymmetry and distortion on mammography (BI-RADS 4c);
 Case 3 presented as an oval, circumscribed complex cyst containing soft tissue component
 (BI-RADS 4a); and Case 4 presented as a complicated cyst with mobile internal echogenicity
 (BI-RADS 4a).
"," Discussion
 Histopathological examination confirmed granulomatous inflammation for all patients.
 Interestingly, normal ipsilateral axillary lymph nodes were maintained across all cases.
 Differential diagnosis for granulomatous mastitis includes infectious (Mycobacterium
 tuberculosis, fungal, bacterial, or parasitic infections) or non-infectious causes (idiopathic,
 foreign-body reaction, trauma, autoimmune, or systemic disease). Because granulomatous
 mastitis exhibits highly diverse imaging features ranging from fluid collections to highly
 suspicious masses and lacks pathognomonic findings, prompt triple assessment and core
 needle biopsy remain the gold standard to establish an accurate diagnosis. Most often, no
 organism can be detected and it remains idiopathic.","As granulomatous mastitis is frequently encountered and poses a diagnostic challenge in a
 tuberculosis-endemic region like Sabah, early recognition and meticulous histopathological
 evaluation are essential to distinguish idiopathic granulomatous mastitis from tuberculous
 mastitis, avoiding misdiagnosis and ensuring appropriate patient management."
AA-030,"CLINICAL AUDIT OF CASE-MIX, DIAGNOSTIC YIELD, AND PRACTICE
 PATTERNS: LESSONS AND SURPRISES FROM A NEWLY ESTABLISHED
 BREAST SERVICE IN JOHOR",Scientific Research,Calvin Thomas John,"Hospital Pasir Gudang, Masai, Johor, Malaysia","breast biopsy, service audit, diagnostic yield, case-mix, HER2","https://drive.google.com/file/d/1Vvb_4et4puQtgkDX5cv6ZJyAAVgSjtxH/view?usp=drive_link , https://drive.google.com/file/d/12MzoYTFl-sm_IlZg-sRmv03OJWLqhpFq/view?usp=drive_link","Baseline case-mix and diagnostic performance data are valuable for guiding staffing,
 resource allocation and future service planning. However, such data are rarely available
 in a unit&#39;s first year. We conducted a clinical audit of core needle breast biopsies
 performed during the inaugural year of the breast diagnostic service at Hospital Pasir
 Gudang (HPG), Johor.","Methods
This retrospective clinical audit included all core needle breast biopsies performed in the first 12 months since inception of the breast diagnostic service at HPG— a complete, anonymized series of 91 patients. Each histopathology report was classified by diagnostic category; biopsy method, i.e. either clinically (“blind”/palpation-guided) or radiologically (ultrasound/mammogram-guided); and tissue adequacy per the histopathological report. Receptor profile (ER, PR, HER2, Ki-67) was recorded for invasive carcinomas, tested at a single reference laboratory. Adequacy across methods was compared using Fisher's exact test."," Results
Of 91 biopsies, 28 (30.8%) yielded malignancies (25 invasive carcinoma, 3 pure ductal carcinoma in situ), 26 (28.6%) were fibroepithelial lesions, 6 (6.6%) were inflammatory (mastitis, abscess, or granulomatous), and 31 (34.1%) were other benign findings. Among invasive carcinomas, 13 of 24 tested (54%) were HER2-positive, higher than the 20-30% in regional Malaysian and Asian cohorts. Most biopsies (61, 67%) were performed blind; adequacy was 80.3% for blind versus 85.7% for ultrasound-guided biopsy, a non-significant difference (Fisher's exact p=0.77). Twelve blind biopsies required repeat sampling, including one failed blind biopsy later confirmed as papillary neoplasm on repeat ultrasound-guided biopsy.","This first-year clinical audit establishes baseline case-mix and diagnostic yield for a
 breast diagnostic service. A substantial malignancy rate and a notably high, possibly
 referral-biased, HER2-positivity rate highlight the value of early-service data for future
 oncology and breast surgery service planning. Blind biopsy adequacy was numerically,
 though not significantly, lower than ultrasound-guided biopsy, and its repeat-biopsy
 burden is a target for practice improvement."
AA-031,"FROM MRI TO BIOPSY: CONTRAST-ENHANCED DIGITAL MAMMOGRAPHY AS A
 DIAGNOSTIC BRIDGE FOR OCCULT CONTRALATERAL BREAST LESIONS",Educational Exhibit,"Khairunisa binti KasnanÂ¹, Norliza binti Othman 1 , Zahurin binti Ismail 2","¹Radiology Department, Hospital Sultanah Aminah
²Radiology Department, Hospital Putrajaya","Contrast-Enhanced Digital Mammography (CEDM); Breast MRI; Mammography; Image-
 Guided Biopsy; Contralateral Breast Cancer",,"Learning Objectives:
 Â· To demonstrate the role of contrast-enhanced digital mammography (CEDM) as an effective and
 accessible alternative to MRI-guided biopsy for MRI-detected non-mass enhancement (NME)
 without ultrasound correlation.
 Â· To illustrate the imaging-pathology correlation of CEDM-detected occult synchronous
 contralateral breast lesions.
 Â· To discuss a practical diagnostic approach when MRI-guided breast intervention is unavailable.","Content Organisation:
 A 59-year-old woman with no significant breast cancer risk factors presented with a 3-month history of a
 self-detected right breast lump, although no palpable abnormality was found on clinical examination.
 Initial mammography and ultrasound demonstrated suspicious grouped calcifications, with stereotactic
 biopsy confirming right breast carcinoma in situ (CIS). Preoperative breast MRI demonstrated bilateral
 NME, including an additional focal NME in the left upper outer quadrant (LUOQ) without a
 mammographic or sonographic correlate. As MRI-guided biopsy was unavailable locally, CEDM was
 performed and demonstrated corresponding moderate intensity enhancement of the LUOQ lesion.
 CEDM-guided biopsy with marker clip placement confirmed synchronous invasive carcinoma. This case
 reviews the multimodality imaging findings, technical aspects of CEDM-guided biopsy, imaging-
 pathology correlation, and the impact on subsequent patient management.
"," Key Teaching Points:
 -CEDM is a valuable problem-solving tool for MRI-detected lesions without an ultrasound correlate.
 -When a corresponding enhancing lesion is identified, CEDM-guided biopsy provides a practical and cost-
 effective alternative to MRI-guided biopsy. -Contrast-enhanced breast imaging may reveal otherwise
 occult synchronous contralateral malignancy, significantly influencing surgical planning and treatment.","CEDM is a valuable diagnostic and interventional alternative for MRI-detected, mammographically and
 sonographically occult breast lesions when MRI-guided biopsy is unavailable, enabling accurate lesion
 localisation, tissue diagnosis, and timely management."
AA-032,"MULTIMODALITY IMAGING OF SYNCHRONOUS BILATERAL AND
 IPSILATERAL BREAST CANCERS WITH DISTINCT HISTOLOGICAL
 
 SUBTYPES: A CASE SERIES",Case Report/Series,"Dalila Badrul HishamÂ¹, Nor Asnani Mohd RamliÂ¹","Â¹Hospital Kuala Lumpur, Malaysia","Synchronous breast cancer; mucinous carcinoma; invasive carcinoma NST;
 contrast-enhanced mammography; multimodality imaging",,"Synchronous breast cancer is an uncommon presentation that may occur as bilateral or
 ipsilateral primary malignancies diagnosed within six months. Distinct histological
 subtypes within synchronous tumours present diagnostic and therapeutic challenges.
 Multimodality imaging is essential for lesion detection, radiologicâ€“pathologic correlation,
 staging and treatment planning.","Case Presentation
 Two patients with synchronous breast cancer are presented. A 59-year-old asymptomatic
 postmenopausal woman had bilateral screen-detected lesions. Mammography,
 ultrasonography and contrast-enhanced mammography (CEM) with image-guided
 biopsies demonstrated right invasive carcinoma of no special type (NST) and left
 mucinous carcinoma. A 46-year-old woman presented with a palpable right breast lump,
 and imaging identified two ipsilateral lesions proven as invasive carcinoma NST and
 mucinous carcinoma. No distant metastases were detected in either patient. Bilateral
 mastectomy was performed in the first patient, while the second underwent nipple-
 sparing mastectomy with axillary clearance and immediate reconstruction. Final
 histopathology confirmed node-negative disease with clear margins. Both patients
 received planned adjuvant endocrine therapy.
"," Discussion
 These cases highlight the heterogeneous imaging appearances of synchronous breast
 cancers and emphasise that lesions with benign imaging features, particularly mucinous
 carcinoma, may coexist with more aggressive malignancies. Independent assessment and
 biopsy of each suspicious lesion are essential. Mammography, ultrasonography and CEM provide complementary information for accurate diagnosis, staging and surgical
 planning.","Recognition of synchronous breast cancers with distinct histological subtypes is essential
 for optimal multidisciplinary management. Comprehensive multimodality imaging and
 radiologicâ€“pathologic correlation facilitate accurate diagnosis and individualised
 treatment."
AA-033,"METACHRONOUS OVARIAN MALIGNANCY IN TRIPLE-NEGATIVE BREAST
 CANCER SUSPECTED OF HEREDITARY BREAST OVARIAN CANCER SYNDROME",Case Report/Series,"Fitri Andriani 1,4 , Lina Choridah 2 , Mirna Muis 3","1 Fellowship Women Imaging Academic Hospital Gajah Mada University, Indonesia
 2 Faculty of Medicine Public Health and Nursing Gajah Mada University, Indonesia
 3 Faculty of Medicine, Hasanuddin University, Indonesia
 4 Awalbros Hospital Pekanbaru, Indonesia","Triple-negative breast cancer; bilateral ovarian mass; Hereditary Breast and Ovarian
 Cancer (HBOC) syndrome; Genetic test BRCA1/BRCA2",,"Triple-negative breast cancer (TNBC) is an aggressive breast cancer subtype strongly associated
 with hereditary cancer predisposition, particularly Hereditary Breast and Ovarian Cancer
 (HBOC) syndrome caused by germline BRCA1/BRCA2 pathogenic variants. Young-onset
 TNBC is a recognized indication for hereditary cancer risk assessment, and subsequent ovarian
 malignancy further increases suspicion of HBOC.","Case Presentation
A 32-year-old woman with an unavailable family history of malignancy presented with a palpable mass in the upper medial quadrant of the right breast. Histopathological examination confirmed TNBC (invasive carcinoma of no special type, grade II) with lymphovascular space invasion. Immunohistochemistry demonstrated estrogen receptor-negative, progesterone receptor-negative, HER2-negative status, and a Ki-67 proliferation index >80%. Following modified radical mastectomy, she received adjuvant chemotherapy and locoregional radiotherapy. One month later, contrast-enhanced CT demonstrated multiple osteolytic skeletal metastases, and palliative radiotherapy with bone-targeted therapy was initiated. 
Approximately one year later, markedly elevated CEA and CA15-3 levels, pleural effusion, and a pelvic mass prompted contrast-enhanced pelvic MRI, which demonstrated bilateral predominantly solid ovarian masses with heterogeneous enhancement and multiple osseous metastases. Based on the patient’s history of metastatic TNBC and the imaging findings, the lesions were initially interpreted as bilateral ovarian metastases. However, histopathological examination following total abdominal hysterectomy, bilateral salpingo-oophorectomy, and omentectomy revealed a mixed adult-type granulosa cell tumor with a moderately differentiated mucinous carcinoma component involving both ovaries, confirming a metachronous second primary ovarian malignancy..
 
 ","Discussion
 Young-onset TNBC followed by primary ovarian malignancy should prompt consideration of
 HBOC, even when family history is unavailable. Although the ovarian histology was atypical for
 BRCA-associated ovarian cancer and genetic confirmation was unavailable, this presentation
 fulfills established criteria for genetic counseling and germline BRCA1/BRCA2 or hereditary
 cancer multigene panel testing.","This case highlights that atypical ovarian histology should not preclude hereditary cancer risk
 assessment in patients with young onset TNBC. Early recognition of hereditary cancer risk is
 essential to guide genetic counselling and germline testing, personalized management, optimize
 surveillance, and facilitate cancer risk assessment for at-risk family members."
AA-034,MULTIPARAMETRIC ULTRASOUND IN NEOADJUVANT-TREATED MALE BREAST CANCER,Case Report/Series,"Pramesti Indri MirantiÂ¹Â², Lina ChoridahÂ³, Mirna Muis 4","Fellowship Women Imaging, RSA UGM, Yogyakarta, Indonesia
 Â² Department of Radiology, Dr. Hasan Sadikin General Hospital, Bandung, Indonesia
 Â³ Department of Radiology, Faculty of Medicine, Public Health and Nursing, Universitas
 Gadjah Madaâ€“Dr. Sardjito General Hospital, Yogyakarta, Indonesia
 4 Department of Radiology, Hasanuddin University, Makassar, Indonesia","Male breast cancer; Neoadjuvant chemotherapy; Multiparametric ultrasound;
 Strain elastography",,"Male breast cancer accounts for less than 1% of all breast malignancies, with limited evidence regarding imaging assessment after neoadjuvant chemotherapy (NAC). Accurate response evaluation is essential for treatment planning. Multiparametric breast ultrasound combining B-mode imaging, Doppler, and strain elastography may provide information beyond tumor size. We present a case highlighting its potential role in monitoring NAC response in male breast cancer.","Case Presentation
A 53-year-old man presented with a progressively enlarging painless left breast mass, nipple retraction, and intermittent bloody nipple discharge. Core needle biopsy confirmed grade III invasive carcinoma of no special type with lymphovascular invasion and associated high-grade ductal carcinoma in situ. Baseline ultrasound demonstrated a 23 × 18 cm irregular heterogeneous infiltrative mass involving all quadrants of the left breast, with intralesional calcifications, posterior acoustic shadowing, increased internal and peripheral vascularity, a strain ratio of 4.5, and left axillary level II lymphadenopathy. Following NAC, ultrasound showed modest tumor reduction (20 × 16 cm), resolution of axillary lymphadenopathy, and an increased strain ratio to 6.0. The patient subsequently underwent modified radical mastectomy"," Discussion
 Breast MRI is the reference standard for NAC response assessment but may not always be available. Previous studies, predominantly in female breast cancer, have associated treatment response with reduced tumor stiffness on elastography. In contrast, this case demonstrated increased stiffness despite modest tumor shrinkage and nodal resolution, revealing discordant elastographic, dimensional, and nodal responses. This underscores the need to interpret elastography within a multiparametric framework rather than as an isolated response marker. Lack of postoperative pathological response data limits imaging–pathology correlation.","Multiparametric breast ultrasound provides complementary information beyond tumor size in monitoring NAC response. Discordance between dimensional, nodal, and elastographic findings underscores the importance of multiparametric interpretation and pathological correlation for accurate treatment response assessment."
